date,THAI_EQ,GLOBAL_EQ,TECH,BOND,GOLD
2024-01-10,10.7242,108.3971,229.2512,12.6785,28.3689
2024-01-11,10.4562,106.9305,222.1581,12.6174,28.6319
2024-01-12,10.5067,106.1921,214.3098,12.5917,28.4066
2024-01-15,10.4475,107.5919,220.0292,12.6131,28.3057
2024-01-16,10.2799,105.6169,214.9704,12.6098,28.0555
2024-01-17,10.1438,105.9781,214.0196,12.6413,28.7576
2024-01-18,10.0471,104.8911,212.4617,12.6311,28.8805
2024-01-19,9.9360,106.0748,217.0790,12.6694,28.6730
2024-01-22,10.0982,106.9279,217.4568,12.6925,28.7985
2024-01-23,10.3133,108.0735,218.1244,12.6626,28.5062
2024-01-24,10.2016,108.2685,217.9246,12.6969,28.5969
2024-01-25,10.1492,108.8223,217.5717,12.6685,29.0383
2024-01-26,10.2936,111.1731,227.3576,12.7001,28.8048
2024-01-29,10.1954,111.7477,229.1645,12.7553,29.4012
2024-01-30,10.2037,112.0404,226.5245,12.7490,29.7117
2024-01-31,10.1968,112.7353,232.6555,12.7218,29.4790
2024-02-01,10.3107,114.2778,235.5107,12.7716,29.8461
2024-02-02,10.2851,114.6990,236.4704,12.7865,29.7438
2024-02-05,10.1412,113.7699,231.1520,12.7866,29.7841
2024-02-06,10.0446,113.3232,231.9492,12.7264,29.7815
2024-02-07,9.9310,114.3349,232.9451,12.6700,29.5227
2024-02-08,9.8643,113.5349,231.1207,12.7250,29.5047
2024-02-09,9.8103,111.0230,222.3282,12.6850,29.7412
2024-02-12,9.8397,110.7097,220.4863,12.6186,29.3382
2024-02-13,9.8039,110.8955,226.3912,12.5592,29.4233
2024-02-14,9.7119,109.5256,223.7993,12.5835,29.2182
2024-02-15,9.5278,107.1955,217.8745,12.7024,29.4655
2024-02-16,9.5455,106.8669,215.1695,12.7531,29.5168
2024-02-19,9.6153,108.1121,219.9966,12.7049,29.3911
2024-02-20,9.5432,108.8052,221.3891,12.7036,29.0883
2024-02-21,9.6356,107.7823,224.8982,12.8063,28.9069
2024-02-22,9.5918,108.4284,226.2741,12.7917,28.6553
2024-02-23,9.6070,109.7044,226.0332,12.7861,28.5753
2024-02-26,9.5930,109.8394,225.6201,12.7732,28.6405
2024-02-27,9.4100,110.1050,225.2211,12.7811,28.0818
2024-02-28,9.5078,112.0917,229.6977,12.8330,28.0935
2024-02-29,9.7185,112.2916,228.8453,12.8171,27.9270
2024-03-01,9.6578,114.0680,233.7790,12.8527,27.7446
2024-03-04,9.6651,114.4804,231.7437,12.9022,27.8408
2024-03-05,9.6351,113.2402,230.5636,12.9029,28.0295
2024-03-06,9.7493,113.8517,228.6988,12.8640,27.9858
2024-03-07,9.7032,112.0030,223.1778,12.8984,28.0721
2024-03-08,9.8606,115.0241,229.0940,12.8919,27.8120
2024-03-11,9.8504,115.9660,229.0145,12.8361,27.6717
2024-03-12,9.8688,117.2086,232.9050,12.8516,28.0694
2024-03-13,9.7381,115.9986,230.6191,12.9361,27.8583
2024-03-14,9.8223,116.6741,233.1387,13.0104,27.8432
2024-03-15,9.7782,116.3996,229.9704,13.0035,27.8293
2024-03-18,9.8483,118.6417,236.4460,13.0141,28.1121
2024-03-19,9.8456,119.6089,237.6222,13.0509,28.1158
2024-03-20,9.8978,119.9612,236.5858,13.0322,28.0141
2024-03-21,9.8885,119.5026,238.8822,13.0352,27.9186
2024-03-22,10.0191,119.9158,240.8788,12.9722,27.5573
2024-03-25,10.0686,119.4229,238.1891,12.9516,27.6623
2024-03-26,10.0514,119.3335,236.4266,12.9890,27.7220
2024-03-27,10.2104,120.4570,237.4067,12.9564,27.7131
2024-03-28,10.3076,122.9718,245.0588,12.9246,28.0477
2024-03-29,10.2628,122.0334,240.8525,12.9057,27.9540
2024-04-01,10.3722,122.9969,244.1256,12.9343,28.3268
2024-04-02,10.4665,122.9459,239.0768,13.0039,28.5094
2024-04-03,10.3108,123.0621,237.8903,13.0190,28.4811
2024-04-04,10.2744,122.0760,236.4035,13.0655,29.1087
2024-04-05,10.3446,122.9866,239.7505,13.0238,28.8779
2024-04-08,10.4261,123.1889,241.1004,13.0851,28.8545
2024-04-09,10.5998,123.4907,234.8789,13.0917,29.0048
2024-04-10,10.6662,122.0045,231.0934,13.0945,29.2514
2024-04-11,10.8146,124.3113,236.4916,13.1136,29.4016
2024-04-12,10.8853,123.5108,232.0526,13.1296,29.2473
2024-04-15,10.8991,124.9000,240.3880,13.1722,29.3907
2024-04-16,10.6248,121.6571,232.3199,13.1844,29.0562
2024-04-17,10.8309,121.2562,231.8932,13.1831,29.2653
2024-04-18,10.8478,122.4281,230.4487,13.2036,29.7554
2024-04-19,10.8001,121.3056,225.7402,13.1732,30.0252
2024-04-22,10.8935,119.7854,224.1399,13.1657,30.2565
2024-04-23,10.8950,118.0761,219.1262,13.1348,30.3769
2024-04-24,10.8019,116.1661,211.4751,13.1840,30.1406
2024-04-25,10.7782,116.1036,212.9507,13.2457,30.0786
2024-04-26,10.6446,115.8687,214.0677,13.2300,30.3889
2024-04-29,10.5865,114.2575,211.3520,13.1695,30.2928
2024-04-30,10.5685,113.0386,206.8181,13.1432,30.0909
2024-05-01,10.6758,115.0599,213.3859,13.1716,30.7745
2024-05-02,10.7270,115.5855,213.6326,13.0810,30.8883
2024-05-03,10.8586,116.8504,215.8654,13.0434,30.5067
2024-05-06,10.8276,115.4983,214.9204,13.0914,30.6177
2024-05-07,10.8004,115.4782,216.7469,13.1117,30.8364
2024-05-08,10.6642,114.0302,211.8354,13.1436,30.6531
2024-05-09,10.6805,114.4765,211.1509,13.1314,30.4451
2024-05-10,10.6599,115.5821,214.3369,13.1015,30.1091
2024-05-13,10.6897,117.1256,218.8555,13.0848,30.0911
2024-05-14,10.9621,117.6858,221.1195,13.0810,30.4263
2024-05-15,10.9810,116.4409,216.0244,13.0773,30.3686
2024-05-16,10.8631,117.9458,215.8700,13.0664,30.3471
2024-05-17,11.0401,119.7304,222.3855,13.0609,30.7603
2024-05-20,10.9669,121.1741,225.2960,13.0999,31.1031
2024-05-21,10.8521,120.6712,221.7415,13.0721,31.2282
2024-05-22,10.9599,120.5973,225.4280,13.0690,31.4621
2024-05-23,10.8411,121.6838,222.9746,13.0938,31.5234
2024-05-24,10.8614,122.2773,228.5202,13.1009,31.3012
2024-05-27,10.9421,122.0626,227.7013,13.0865,31.2299
2024-05-28,10.8160,121.8210,227.8261,13.1349,30.9380
2024-05-29,10.7891,120.8906,226.9566,13.1471,31.3840
2024-05-30,10.9213,121.7078,227.7225,13.1492,31.4425
2024-05-31,10.9260,122.7184,226.2314,13.1663,31.5619
2024-06-03,10.9949,122.2496,227.0369,13.1405,31.8363
2024-06-04,10.8796,119.6039,218.3673,13.1319,31.7710
2024-06-05,10.8350,117.5738,215.3490,13.0930,31.5714
2024-06-06,10.9225,118.8242,218.5699,13.1154,31.1193
2024-06-07,10.8773,119.5951,221.0424,13.0401,30.8906
2024-06-10,10.9874,119.7717,223.0614,13.0571,31.1131
2024-06-11,11.0760,119.2154,217.9562,13.1099,31.4576
2024-06-12,11.1653,121.3309,221.4856,13.0919,31.3373
2024-06-13,11.3385,121.4009,218.4536,13.1080,31.2572
2024-06-14,11.2654,121.1739,218.0920,13.1533,31.6607
2024-06-17,11.2121,120.8195,219.5984,13.1006,31.3147
2024-06-18,11.0541,119.4857,221.3900,13.0984,31.0661
2024-06-19,10.9876,119.8742,218.2011,13.1190,30.6460
2024-06-20,11.1142,120.8546,224.0458,13.0222,30.7130
2024-06-21,11.1280,121.2112,224.2939,12.9921,30.4047
2024-06-24,11.1784,121.8925,221.8690,12.9219,29.9592
2024-06-25,11.0758,121.6647,219.3521,12.9468,30.0059
2024-06-26,11.0488,120.9031,218.6088,12.9595,29.6512
2024-06-27,11.1216,122.1924,223.2411,12.9382,29.5610
2024-06-28,11.0385,121.8712,221.6423,12.8590,29.6189
2024-07-01,11.0644,121.8222,223.6964,12.8861,29.6415
2024-07-02,11.2011,122.7342,228.7683,12.9023,29.9583
2024-07-03,11.2364,123.2797,232.8812,12.8951,29.9003
2024-07-04,11.1956,122.9014,232.1487,12.8299,29.6686
2024-07-05,11.0341,120.2908,220.6364,12.8243,29.6996
2024-07-08,10.9825,121.5877,221.8782,12.8720,29.5947
2024-07-09,10.9025,119.6539,215.5159,12.9153,29.4492
2024-07-10,10.8627,121.0683,220.5855,12.9307,29.7199
2024-07-11,10.8057,120.8231,219.8595,12.9408,29.9556
2024-07-12,10.8071,120.7670,220.7456,13.0192,30.0662
2024-07-15,10.8837,122.8204,225.3599,13.0504,30.3832
2024-07-16,10.9141,122.6005,224.7215,13.0573,30.0505
2024-07-17,10.9891,125.4512,237.0983,13.0346,29.8962
2024-07-18,11.1440,125.9583,237.4875,13.0859,30.0165
2024-07-19,10.9601,124.8222,234.2022,13.0961,29.7441
2024-07-22,10.9162,123.7350,231.9359,13.1085,29.8044
2024-07-23,10.7844,120.3833,223.6516,13.0376,29.6495
2024-07-24,10.6891,120.5592,224.6958,13.0182,29.3202
2024-07-25,10.7811,122.2608,227.7702,13.0139,29.5753
2024-07-26,10.7982,122.1734,229.2319,13.0589,30.1698
2024-07-29,10.6799,122.4002,227.7384,13.0581,29.8864
2024-07-30,10.8655,124.3070,228.5540,13.0584,30.4594
2024-07-31,10.7557,123.4183,228.1872,13.0949,30.2138
2024-08-01,10.9975,124.3339,228.2818,13.0698,30.4858
2024-08-02,11.1052,124.9744,232.8527,13.0825,29.8805
2024-08-05,11.1137,124.4682,233.4844,13.0927,29.5768
2024-08-06,11.2448,124.5419,233.6536,13.0852,29.8370
2024-08-07,11.2498,123.6281,231.0280,13.1221,29.9047
2024-08-08,11.1608,125.7119,234.9341,13.1233,29.5001
2024-08-09,11.1827,124.4043,231.0531,13.1350,29.3075
2024-08-12,11.0370,123.4554,227.0769,13.0566,29.5264
2024-08-13,11.0144,124.2169,228.2772,13.0013,29.4572
2024-08-14,11.0477,122.3263,224.7357,13.0272,29.3088
2024-08-15,11.1254,119.4088,218.0135,13.0287,29.1324
2024-08-16,11.3096,119.3552,218.9387,13.0440,29.4806
2024-08-19,11.4053,119.1443,219.1035,13.0659,29.4661
2024-08-20,11.4019,118.9697,215.9655,13.0452,29.3102
2024-08-21,11.3296,121.5770,225.3268,13.0232,29.5062
2024-08-22,11.4306,122.6052,228.6766,13.0724,29.6138
2024-08-23,11.4226,121.0113,223.9130,13.0880,30.0736
2024-08-26,11.3113,118.9448,222.6205,13.1720,30.4255
2024-08-27,11.3833,119.4611,223.5333,13.1460,30.3546
2024-08-28,11.5376,119.9489,228.2130,13.2091,30.8319
2024-08-29,11.4751,117.1757,222.7765,13.1591,30.6817
2024-08-30,11.2996,115.8952,219.7183,13.1939,30.2397
2024-09-02,11.4200,116.7043,221.3806,13.1555,30.3475
2024-09-03,11.4455,118.9445,230.7039,13.1548,30.5763
2024-09-04,11.5203,117.3638,223.4410,13.1495,30.6696
2024-09-05,11.6003,118.0048,226.1517,13.1081,30.3197
2024-09-06,11.4022,116.8117,221.2729,13.0501,29.8521
2024-09-09,11.4581,116.9979,220.2622,13.0576,30.3409
2024-09-10,11.4473,116.2674,214.1402,13.0226,30.3311
2024-09-11,11.4304,115.2344,208.5107,13.0487,29.9038
2024-09-12,11.3292,115.7899,205.7343,13.0119,30.0351
2024-09-13,11.3418,114.8392,201.3881,13.0257,30.2382
2024-09-16,11.6582,119.4205,211.6397,13.0265,30.0907
2024-09-17,11.6471,118.0797,212.2110,13.0795,29.9570
2024-09-18,11.3737,116.3712,208.4170,13.0676,30.6134
2024-09-19,11.5304,116.9642,208.1030,13.0716,30.6397
2024-09-20,11.4196,115.8536,200.2828,13.0962,30.6450
2024-09-23,11.5397,116.1097,201.5247,13.0591,30.7605
2024-09-24,11.5341,116.7760,198.0830,13.0420,30.9338
2024-09-25,11.7450,117.9239,202.0660,13.0097,30.7362
2024-09-26,11.6532,115.9513,198.6318,13.0020,30.7717
2024-09-27,11.4979,112.3993,190.2906,13.0435,30.6612
2024-09-30,11.4761,112.5069,186.8896,13.0605,30.6436
2024-10-01,11.4898,113.3823,185.1293,13.0732,30.4535
2024-10-02,11.3898,111.9798,185.5940,13.0723,30.6988
2024-10-03,11.5090,113.3639,188.1349,13.1262,31.1215
2024-10-04,11.6823,114.6857,189.7645,13.1656,31.9277
2024-10-07,11.6208,113.8965,189.9289,13.1039,31.7541
2024-10-08,11.7282,114.6154,187.4414,13.1545,31.3285
2024-10-09,11.6744,115.1211,188.4772,13.1549,31.5543
2024-10-10,11.7225,116.1715,192.2873,13.1906,31.8544
2024-10-11,11.7050,115.1058,192.4022,13.2555,31.9685
2024-10-14,11.5783,115.7803,193.2449,13.2102,31.4393
2024-10-15,11.7044,116.3657,195.4562,13.2171,31.0588
2024-10-16,11.9462,117.4612,198.7680,13.1822,30.8553
2024-10-17,11.9570,117.9676,203.9903,13.2225,31.2859
2024-10-18,11.6716,114.9419,197.0621,13.2193,31.4573
2024-10-21,11.6007,113.7831,192.4894,13.2232,31.1710
2024-10-22,11.6046,111.8112,187.3353,13.2549,32.0343
2024-10-23,11.5064,109.5310,183.6374,13.3447,31.9753
2024-10-24,11.6871,111.3436,186.4062,13.4030,32.4570
2024-10-25,11.7688,109.0168,181.4151,13.3830,32.4056
2024-10-28,11.7865,111.9355,186.8769,13.3429,32.7386
2024-10-29,11.7559,111.4713,183.7259,13.2952,32.8494
2024-10-30,11.8297,111.1124,183.3035,13.2801,32.8551
2024-10-31,11.7649,111.0622,181.9638,13.2815,33.1142
2024-11-01,11.8766,111.5406,185.8955,13.2866,32.8729
2024-11-04,11.8890,111.1762,187.6785,13.2922,33.2055
2024-11-05,12.0796,113.7644,193.5624,13.2800,33.3190
2024-11-06,11.9113,112.6782,190.5285,13.1488,33.3040
2024-11-07,12.0555,113.9203,194.6280,13.0927,33.6250
2024-11-08,11.8977,112.3408,193.4054,13.1052,33.4410
2024-11-11,11.9589,111.1858,188.1214,13.1159,33.4383
2024-11-12,11.9313,110.7604,186.0798,13.1036,33.5281
2024-11-13,11.8945,111.4506,187.2107,13.2007,34.3284
2024-11-14,11.6573,110.7807,186.8349,13.1869,34.2466
2024-11-15,11.7094,111.3970,188.4714,13.2259,34.7726
2024-11-18,11.6954,108.9665,184.2796,13.2089,34.9581
2024-11-19,11.6417,109.0410,182.7120,13.2193,34.9220
2024-11-20,11.7325,111.2078,186.0270,13.1370,35.2995
2024-11-21,11.6088,111.7239,190.7724,13.1167,35.2891
2024-11-22,11.5298,109.0089,183.5520,13.1243,35.2565
2024-11-25,11.4297,106.5510,176.8224,13.1533,34.8763
2024-11-26,11.4194,105.4489,174.3659,13.1113,34.6307
2024-11-27,11.5885,104.6579,171.1674,13.2268,34.6275
2024-11-28,11.5612,105.2019,176.3192,13.3214,34.6664
2024-11-29,11.4832,104.6926,173.8444,13.3467,34.0109
2024-12-02,11.7046,105.7588,177.8251,13.3596,33.9694
2024-12-03,11.6162,106.0476,181.3578,13.3533,34.0727
2024-12-04,11.6525,107.0579,183.9479,13.3697,33.9427
2024-12-05,11.6629,106.4528,180.6918,13.4067,34.0615
2024-12-06,11.6683,106.2567,181.5291,13.4668,34.0649
2024-12-09,11.7812,108.6338,184.0942,13.4731,34.1198
2024-12-10,11.8897,109.1417,183.6336,13.4511,34.2679
2024-12-11,11.9033,110.7263,184.5910,13.4233,34.3056
2024-12-12,11.8149,109.7354,180.8756,13.4224,34.5832
2024-12-13,12.0763,110.7935,181.2793,13.4178,34.4429
2024-12-16,12.1082,112.2613,180.6789,13.4724,34.8162
2024-12-17,12.1431,112.1653,180.7112,13.4635,35.0803
2024-12-18,12.2043,113.8629,185.8249,13.5375,35.4271
2024-12-19,12.2844,114.2494,184.6434,13.5235,34.9844
2024-12-20,12.1223,111.3309,178.3223,13.4844,34.6065
2024-12-23,12.0276,111.7572,180.8254,13.5206,34.9020
2024-12-24,11.9626,110.5881,174.5967,13.4900,34.9604
2024-12-25,11.9621,108.5224,168.3082,13.4488,35.3188
2024-12-26,11.9225,109.1850,169.5485,13.4037,35.3756
2024-12-27,11.9527,110.1124,172.0149,13.3323,36.1374
2024-12-30,11.9753,110.2483,170.6367,13.3173,36.1403
2024-12-31,12.0502,111.5619,171.9225,13.4124,36.6896
2025-01-01,12.0050,110.1588,168.1066,13.3862,37.2090
2025-01-02,12.0396,111.6867,169.7671,13.4161,36.7460
2025-01-03,12.0131,110.0273,170.6259,13.3533,36.9969
2025-01-06,12.0053,108.8035,171.3908,13.3451,36.9254
2025-01-07,12.1201,108.3300,171.3326,13.3692,36.5860
2025-01-08,12.0437,107.3292,171.7556,13.3799,36.2136
2025-01-09,12.1756,106.7568,171.3411,13.4457,36.8124
2025-01-10,12.3048,109.0543,178.2221,13.4779,37.1980
2025-01-13,12.1475,106.1380,174.0401,13.5990,37.3056
2025-01-14,12.2482,107.3830,177.3714,13.6417,37.5607
2025-01-15,12.3049,107.7338,179.3746,13.6595,37.9480
2025-01-16,12.4227,106.7991,178.1082,13.6323,37.7396
2025-01-17,12.2990,104.8194,175.2255,13.6216,37.5063
2025-01-20,12.4493,107.1312,179.6995,13.6343,37.5935
2025-01-21,12.6016,108.2766,183.2408,13.6411,37.1682
2025-01-22,12.5477,108.0043,185.8414,13.6029,37.2198
2025-01-23,12.4936,107.0459,180.1450,13.6521,37.0204
2025-01-24,12.5919,108.2367,185.2662,13.6603,37.2421
2025-01-27,12.7169,109.9638,190.4319,13.6499,37.3365
2025-01-28,12.7358,108.8722,190.5719,13.6389,36.8119
2025-01-29,12.6980,108.3160,190.9182,13.6408,36.8070
2025-01-30,12.7838,108.8488,192.4692,13.7107,36.5913
2025-01-31,12.5696,107.0646,189.5403,13.6920,36.5233
2025-02-03,12.4661,104.3121,181.1416,13.6774,36.2612
2025-02-04,12.5357,104.8897,181.8197,13.7236,36.2543
2025-02-05,12.3495,101.7376,176.5181,13.7175,36.2744
2025-02-06,12.2681,99.8232,173.6000,13.7189,36.0583
2025-02-07,12.2491,99.6595,171.5446,13.7753,36.3350
2025-02-10,12.2979,99.4895,170.3462,13.7871,36.6763
2025-02-11,12.3175,98.3528,168.0787,13.7494,36.8321
2025-02-12,12.3821,98.9299,168.7786,13.7867,36.5431
2025-02-13,12.2584,98.7055,168.7380,13.7946,36.6315
2025-02-14,12.0221,98.3300,170.4840,13.8355,36.5328
2025-02-17,12.0027,97.6998,167.8393,13.8313,36.3859
2025-02-18,11.9457,96.4016,165.0548,13.8313,36.7253
2025-02-19,12.0080,96.8349,168.0595,13.7661,36.2892
2025-02-20,11.7626,96.3978,166.9858,13.7365,36.6455
2025-02-21,11.8535,97.2250,169.7005,13.7926,36.7932
2025-02-24,11.7341,96.2640,169.3961,13.7524,36.3943
2025-02-25,11.6304,95.1230,164.3861,13.6837,36.4968
2025-02-26,11.5783,95.0406,162.3197,13.6363,36.2018
2025-02-27,11.7883,95.4326,167.0800,13.6786,35.8074
2025-02-28,11.6804,93.5872,163.3412,13.6770,35.6098
2025-03-03,11.6323,92.9157,162.8138,13.6628,35.9962
2025-03-04,11.7734,94.0642,163.3138,13.6474,35.7920
2025-03-05,11.7432,93.8354,159.9499,13.6163,35.7952
2025-03-06,11.6928,92.0395,154.9422,13.5271,36.2815
2025-03-07,11.9722,92.2960,157.3344,13.5624,36.5589
2025-03-10,11.9766,92.5331,158.9247,13.5709,37.0483
2025-03-11,11.9536,91.3889,159.2536,13.5942,36.5512
2025-03-12,11.8138,90.3970,157.3194,13.5853,36.7808
2025-03-13,11.8972,91.4392,159.5322,13.6280,36.9867
2025-03-14,11.7090,91.3120,159.6840,13.5933,37.5538
2025-03-17,11.7767,91.9080,158.5511,13.6487,38.1349
2025-03-18,11.8626,91.2943,157.7377,13.6521,37.6963
2025-03-19,11.9324,91.7774,159.0886,13.6412,38.0093
2025-03-20,11.8194,91.2513,157.4029,13.6632,37.7976
2025-03-21,11.6760,91.6765,155.4818,13.7238,37.5773
2025-03-24,11.6585,92.7143,157.0473,13.7779,37.8209
2025-03-25,11.7622,92.6923,155.2847,13.7961,37.7814
2025-03-26,11.7758,93.3287,156.2333,13.7656,37.4227
2025-03-27,11.8076,93.4584,154.8217,13.7244,37.2176
2025-03-28,11.9218,93.9680,156.5318,13.6368,37.2899
2025-03-31,11.9209,94.1083,158.9247,13.6339,37.4704
